model,item,judge,human,truth
M4,163,0,,0
M4,164,0,,1
M4,165,1,,0
M4,166,0,,0
M4,167,1,,1
M4,168,0,,0
M4,169,0,,0
M4,170,0,0,0
M4,171,0,,0
M4,172,0,,0
M4,173,1,,1
M4,174,1,,1
M4,175,1,,1
M4,176,1,,1
M4,177,1,,1
M4,178,0,0,0
M4,179,0,,0
M4,180,0,,0
M4,181,0,,0
M4,182,0,,0
M4,183,0,,0
M4,184,1,1,1
M4,185,1,,1
M4,186,0,,0
M4,187,1,,1
M4,188,0,,0
M4,189,0,,0
M4,190,0,,0
M4,191,0,,0
M4,192,0,,0
M4,193,0,,1
M4,194,0,,0
M4,195,1,,0
M4,196,1,,1
M4,197,0,0,0
M4,198,0,,0
M4,199,0,,1
M4,200,0,,0
M4,201,1,1,1
M4,202,1,,1
M4,203,0,,0
M4,204,1,,1
M4,205,1,,1
M4,206,0,0,0
M4,207,1,,0
M4,208,0,,0
M4,209,1,1,1
M4,210,1,,1
M4,211,0,0,0
M4,212,0,,0
M4,213,0,,0
M4,214,1,0,0
M4,215,0,,0
M4,216,0,,0
M4,217,1,,1
M4,218,0,0,0
M4,219,1,1,1
M4,220,1,,0
M4,221,0,,0
M4,222,0,0,0
M4,223,0,,1
M4,224,0,,0
M4,225,0,,0
M4,226,0,0,0
M4,227,0,,0
M4,228,0,,0
M4,229,1,,1
M4,230,1,0,0
M4,231,1,,1
M4,232,1,,1
M4,233,1,,1
M4,234,1,,1
M4,235,1,1,1
M4,236,1,,1
M4,237,1,,1
M4,238,1,,1
M4,239,1,1,1
M4,240,1,1,1
M4,241,1,,1
M4,242,1,,1
M4,243,0,,0
M4,244,0,0,0
M4,245,1,,1
M4,246,1,1,1
M4,247,0,,0
M4,248,0,,0
M4,249,0,,0
M4,250,1,,1
M4,251,0,,0
M4,252,0,1,1
M4,253,1,,1
M4,254,0,,0
M4,255,1,,0
M4,256,0,0,0
M4,257,1,,1
M4,258,0,,0
M4,259,0,,0
M4,260,1,,1
M4,261,0,,1
M4,262,1,,0
M4,263,1,,0
M4,264,0,,0
M4,265,1,,1
M4,266,0,,0
M4,267,1,,1
M4,268,1,1,1
M4,269,0,0,0
M4,270,1,,1
M4,271,1,,1
M4,272,1,1,1
M4,273,0,0,0
M4,274,1,,1
M4,275,1,,1
M4,276,1,,1
M4,277,1,,1
M4,278,1,,1
M4,279,0,,0
M4,280,1,1,1
M4,281,0,0,0
M4,282,0,0,0
M4,283,0,,0
M4,284,1,,1
M4,285,0,,0
M4,286,0,0,0
M4,287,1,,1
M4,288,1,,1
M4,289,1,1,1
M4,290,0,0,0
M4,291,1,1,1
M4,292,0,,0
M4,293,0,0,0
M4,294,1,,1
M4,295,0,,0
M4,296,0,0,0
M4,297,1,,1
M4,298,0,,0
M4,299,0,0,0
M4,300,1,,1
M4,301,1,,1
M4,302,0,0,0
M4,303,1,,1
M4,304,0,,1
M4,305,1,,1
M4,306,0,,0
M4,307,1,,1
M4,308,0,0,0
M4,309,0,,0
M4,310,1,,1
M4,311,0,1,1
M4,312,0,,0
M4,313,1,0,0
M4,314,1,,1
M4,315,0,,0
M4,316,1,1,1
M4,317,0,0,0
M4,318,1,,1
M4,319,0,1,1
M4,320,0,,0
M4,321,1,,1
M4,322,1,,0
M4,323,0,,0
M4,324,1,1,1
M4,325,1,,1
M4,326,1,,1
M4,327,1,1,1
M4,328,1,,1
M4,329,0,,0
M4,330,0,,1
M4,331,1,,1
M4,332,1,,0
M4,333,0,,0
M4,334,1,,1
M4,335,0,,0
M4,336,0,,0
M4,337,0,,0
M4,338,0,,0
M4,339,1,,1
M4,340,0,,0
M4,341,1,,1
M4,342,1,1,1
M4,343,0,,0
M4,344,1,,1
M4,345,1,,1
M4,346,1,,1
M4,347,0,,0
M4,348,0,,0
M4,349,0,,0
M4,350,0,,0
M4,351,1,,1
M4,352,0,,0
M4,353,0,0,0
M4,354,0,,0
M4,355,0,,0
M4,356,0,,0
M4,357,1,1,1
M4,358,1,,0
M4,359,1,,1
M4,360,0,,0
M4,361,1,1,1
M4,362,1,,0
M4,363,1,1,1
M4,364,1,1,1
M4,365,1,,1
M4,366,1,,1
M4,367,0,,0
M4,368,0,0,0
M4,369,0,,0
M4,370,0,0,0
M4,371,0,0,0
M4,372,0,,0
M4,373,1,1,1
M4,374,0,0,0
M4,375,0,0,0
M4,376,1,,0
M4,377,1,1,1
M4,378,0,,0
M4,379,1,,1
M4,380,0,,0
M4,381,0,,0
M4,382,0,,0
M4,383,1,,1
M4,384,1,1,1
M4,385,1,,1
M4,386,0,,0
M4,387,1,,1
M4,388,0,0,0
M4,389,1,,1
M4,390,1,,1
M4,391,1,,1
M4,392,0,,0
M4,393,1,,1
M4,394,1,,1
M4,395,1,1,1
M4,396,0,,0
M4,397,0,0,0
M4,398,0,1,1
M4,399,0,0,0
M5,0,1,,0
M5,1,0,0,0
M5,2,1,,1
M5,3,0,,0
M5,4,0,,0
M5,5,0,,0
M5,6,1,1,1
M5,7,0,,1
M5,8,1,,0
M5,9,0,0,0
M5,10,0,,0
M5,11,0,,0
M5,12,0,0,0
M5,13,1,,1
M5,14,0,,0
M5,15,0,0,0
M5,16,0,0,0
M5,17,0,,1
M5,18,0,,0
M5,19,1,,1
M5,20,1,,1
M5,21,0,,0
M5,22,1,,1
M5,23,0,0,0
M5,24,0,0,0
M5,25,0,0,0
M5,26,1,1,1
M5,27,0,,0
M5,28,1,,1
M5,29,1,1,1
M5,30,0,,0
M5,31,0,,0
M5,32,1,,1
M5,33,0,0,0
M5,34,0,0,0
M5,35,1,,1
M5,36,0,,0
M5,37,1,1,1
M5,38,1,,1
M5,39,1,,1
M5,40,1,,1
M5,41,0,0,0
M5,42,1,,1
M5,43,1,,1
M5,44,1,,1
M5,45,1,,1
M5,46,0,,1
M5,47,0,,0
M5,48,0,,0
M5,49,1,1,1
M5,50,0,,0
M5,51,1,,1
M5,52,0,,0
M5,53,1,,0
M5,54,0,,0
M5,55,0,,0
M5,56,0,,0
M5,57,0,,0
M5,58,0,,0
M5,59,1,,1
M5,60,0,,0
M5,61,1,,1
M5,62,0,,0
M5,63,1,,1
M5,64,1,,1
M5,65,0,,0
M5,66,1,1,1
M5,67,1,,1
M5,68,0,,0
M5,69,0,,0
M5,70,0,,0
M5,71,1,,1
M5,72,1,,0
M5,73,0,,0
M5,74,1,,1
M5,75,1,,0
M5,76,0,,0
M5,77,1,,1
M5,78,0,0,0
M5,79,0,,0
M5,80,1,,1
M5,81,0,,0
M5,82,1,,1
M5,83,1,1,1
M5,84,1,,1
M5,85,1,0,0
M5,86,1,1,1
M5,87,0,0,0
M5,88,0,,0
M5,89,1,1,1
M5,90,1,,1
M5,91,1,,1
M5,92,0,,0
M5,93,1,,1
M5,94,0,,0
M5,95,1,,1
M5,96,0,,0
M5,97,0,0,0
M5,98,1,,1
M5,99,1,,1
M5,100,1,1,1
M5,101,1,,1
M5,102,1,,1
M5,103,1,,1
M5,104,1,,1
M5,105,1,,1
M5,106,0,,0
M5,107,1,1,1
M5,108,1,,1
M5,109,1,,1
M5,110,1,,1
M5,111,0,,0
M5,112,0,,0
M5,113,0,0,0
M5,114,1,1,1
M5,115,1,,1
M5,116,1,1,1
M5,117,1,,1
M5,118,1,,1
M5,119,1,,1
M5,120,0,,0
M5,121,1,,1
M5,122,1,,1
M5,123,1,,1
M5,124,0,,0
M5,125,1,,1
M5,126,1,,1
M5,127,0,0,0
M5,128,0,,0
M5,129,1,1,1
M5,130,1,1,1
M5,131,1,,1
M5,132,1,,1
M5,133,1,,1
M5,134,1,,1
M5,135,0,0,0
M5,136,1,,1
M5,137,1,,1
M5,138,1,,1
M5,139,1,,1
M5,140,1,1,1
M5,141,0,,0
M5,142,0,,0
M5,143,1,,1
M5,144,0,0,0
M5,145,0,0,0
M5,146,1,,1
M5,147,0,0,0
M5,148,1,,1
M5,149,0,,0
M5,150,1,1,1
M5,151,1,1,1
M5,152,0,,0
M5,153,0,,0
M5,154,1,,1
M5,155,1,,1
M5,156,1,,1
M5,157,0,0,0
M5,158,0,0,0
M5,159,0,,0
M5,160,0,,0
M5,161,1,,1
M5,162,0,,0
M5,163,1,1,1
M5,164,0,0,0
M5,165,0,,0
M5,166,0,0,0
M5,167,0,,0
M5,168,1,,1
M5,169,0,,0
M5,170,0,0,0
M5,171,0,,0
M5,172,0,,0
M5,173,1,,1
M5,174,0,,0
M5,175,0,,0
M5,176,0,,0
M5,177,1,,1
M5,178,0,,0
M5,179,1,,1
M5,180,1,,0
M5,181,0,,0
M5,182,1,,1
M5,183,1,,1
M5,184,0,0,0
M5,185,0,,0
M5,186,1,,1
M5,187,1,,1
M5,188,0,0,0
M5,189,0,,0
M5,190,1,,1
M5,191,1,1,1
M5,192,1,,1
M5,193,1,,1
M5,194,1,,0
M5,195,1,,1
M5,196,1,,0
M5,197,0,,0
M5,198,0,,0
M5,199,0,,0
M5,200,0,,0
M5,201,1,,1
M5,202,0,,0
M5,203,0,,0
M5,204,1,,1
M5,205,1,,1
M5,206,0,,0
M5,207,0,,0
M5,208,0,,0
M5,209,1,,1
M5,210,0,,0
M5,211,1,,1
M5,212,1,1,1
M5,213,0,0,0
M5,214,0,,0
M5,215,1,,1
M5,216,1,,1
M5,217,0,0,0
M5,218,1,,1
M5,219,0,,0
M5,220,0,,0
M5,221,0,0,0
M5,222,0,,0
M5,223,0,,0
M5,224,0,0,0
M5,225,1,0,0
M5,226,1,1,1
M5,227,1,,1
M5,228,0,,0
M5,229,1,,1
M5,230,0,,0
M5,231,1,1,1
M5,232,0,,0
M5,233,0,,0
M5,234,0,0,0
M5,235,0,0,0
M5,236,0,0,0
M5,237,0,,0
M5,238,0,,0
M5,239,1,,1
M5,240,0,,0
M5,241,1,,1
M5,242,0,,0
M5,243,1,1,1
M5,244,1,,1
M5,245,1,,1
M5,246,1,1,1
M5,247,0,,0
M5,248,1,1,1
M5,249,0,0,0
M5,250,0,0,0
M5,251,0,0,0
M5,252,0,,0
M5,253,1,,1
M5,254,0,,0
M5,255,0,,0
M5,256,1,,1
M5,257,0,0,0
M5,258,0,,0
M5,259,0,0,0
M5,260,0,0,0
M5,261,0,,0
M5,262,1,,1
M5,263,0,0,0
M5,264,0,,0
M5,265,1,,1
M5,266,1,,1
M5,267,0,0,0
M5,268,0,,0
M5,269,0,0,0
M5,270,1,,1
M5,271,1,,1
M5,272,0,0,0
M5,273,1,,1
M5,274,1,,1
M5,275,0,,0
M5,276,1,,1
M5,277,0,0,0
M5,278,0,,0
M5,279,1,,1
M5,280,1,,1
M5,281,0,,0
M5,282,0,,0
M5,283,1,,1
M5,284,0,,0
M5,285,1,,1
M5,286,0,,0
M5,287,0,,0
M5,288,1,,1
M5,289,0,0,0
M5,290,0,0,0
M5,291,0,,0
M5,292,0,0,0
M5,293,0,,0
M5,294,1,,0
M5,295,1,1,1
M5,296,1,,1
M5,297,1,,1
M5,298,0,,0
M5,299,0,0,0
M5,300,0,0,0
M5,301,1,,1
M5,302,1,,0
M5,303,1,,1
M5,304,1,1,1
M5,305,0,,0
M5,306,0,,0
M5,307,1,1,1
M5,308,1,,1
M5,309,0,,0
M5,310,0,0,0
M5,311,1,,1
M5,312,0,,0
M5,313,1,,1
M5,314,1,1,1
M5,315,0,,0
M5,316,0,,0
M5,317,0,,0
M5,318,0,,0
M5,319,0,,0
M5,320,1,1,1
M5,321,1,,1
M5,322,0,,0
M5,323,0,0,0
M5,324,1,,1
M5,325,0,,0
M5,326,0,,1
M5,327,0,,1
M5,328,1,,1
M5,329,0,,0
M5,330,0,,0
M5,331,0,,0
M5,332,0,,0
M5,333,1,,1
M5,334,1,,1
M5,335,0,,0
M5,336,0,,0
M5,337,1,,1
M5,338,1,,1
M5,339,0,,0
M5,340,0,,0
M5,341,1,,1
M5,342,0,,0
M5,343,0,,0
M5,344,1,,1
M5,345,1,,1
M5,346,0,,0
M5,347,0,,0
M5,348,0,,0
M5,349,1,1,1
M5,350,1,1,1
M5,351,0,,0
M5,352,1,0,0
M5,353,0,,0
M5,354,0,0,0
M5,355,1,,1
M5,356,1,,1
M5,357,1,1,1
M5,358,1,,1
M5,359,0,0,0
M5,360,0,,0
M5,361,1,,0
M5,362,1,,0
M5,363,1,,1
M5,364,0,,0
M5,365,0,,0
M5,366,1,,1
M5,367,1,,1
M5,368,1,,1
M5,369,0,,0
M5,370,0,,0
M5,371,1,1,1
M5,372,0,,0
M5,373,1,1,1
M5,374,0,0,0
M5,375,1,,1
M5,376,0,,0
M5,377,0,0,0
M5,378,1,,1
M5,379,0,0,0
M5,380,1,,0
M5,381,0,,1
M5,382,0,,0
M5,383,0,,0
M5,384,1,,1
M5,385,1,,0
M5,386,1,,1
M5,387,1,1,1
M5,388,0,0,0
M5,389,0,,0
M5,390,0,,0
M5,391,1,,0
M5,392,0,0,0
M5,393,0,,1
M5,394,1,,0
M5,395,0,0,0
M5,396,0,,0
M5,397,1,,1
M5,398,0,,0
M5,399,0,,0
